ID	name	latitude	longitude	rdc	
60832	Roe's	42.6912	-113.872101	0	 
60833	Roe's	42.690102	-113.7519	0	 
60834	Second	42.533001	-113.591904	0	 
60835	Tecoma	40.737301	-114.0756	0	 
60837	Valley	42.285198	-113.393898	0	 
60838	West	42.534302	-113.812897	0	 
60839	West	40.737301	-114.0756	0	 
60841	Pacific	42.519798	-113.815399	0	 
60842	Burley	42.547401	-113.784103	0	 
60998	RKWP	42.700001	-112.889999	0	 
61001	APLVY	43.84	-116.970001	0	 
61006	Black	43.9305	-116.437698	0	 
61007	CAIRO	44.009998	-116.970001	0	Douglas PUD
61010	CMBG	44.560001	-116.660004	0	 
61011	CNCL	44.73	-116.43	0	 
61013	CRANE	43.908062	-116.59198	0	 
61014	CSCAD	44.525452	-116.0485	0	 
61020	MONTOUR	43.955246	-116.354065	0	 
61023	DUNAWAY	43.83186	-117.033707	0	 
61032	HOLY-12.5	44.16	-116.990005	0	 
61046	MALHEUR	44.053493	-117.085587	0	 
61051	MDVA	44.470001	-116.739998	0	 
61056	NELSON	44.53278	-117.424438	0	 
61058	NWPLYMTH	43.970001	-116.810013	0	Douglas PUD
61059	NYSA-12.5	43.883785	-116.995949	0	 
61062	OREIDA	44.029999	-116.910011	0	 
61065	PARMA	43.79192	-116.941826	0	 
61066	PAYETTE	44.057411	-116.929352	0	 
61078	VALE-12.5	43.974403	-117.246513	0	 
61085	WILOW	44.004169	-116.772133	0	 
61088	NEAL	44.459999	-118.199997	0	 
61201	BLK	42.908459	-115.181435	0	 
61203	BLACKCAT	43.605202	-116.453194	0	 
61206	BRUNOBG	42.939999	-115.980003	0	 
61207	BOISE	43.618637	-116.219727	0	 
61211	BRUNO	42.941902	-115.746246	0	 
61212	BUTLER	43.585979	-116.204903	0	 
61215	CACK-34.5	43.035606	-116.02874	0	 
61222	CLOVRDAL	43.605618	-116.335167	0	 
61225	DRY	43.706539	-116.227264	0	 
61227	EAGLE	43.694817	-116.349869	0	 
61230	ELMORE	43.18	-115.720001	0	 
61233	GARY-12.5	43.669327	-116.279633	0	 
61237	GLFRY	42.955002	-115.292999	0	 
61239	GOWEN	43.547623	-116.189011	0	 
61241	GROVE	43.611065	-116.197037	0	 
61242	H.P.	43.659897	-116.333687	0	 
61244	HILL	43.615837	-116.612694	0	 
61245	HIDNSPGS	43.726032	-116.248123	0	 
61246	HSBND	43.917908	-116.196556	0	 
61248	HSBND	43.904419	-116.244415	0	 
61249	KARCHER	43.608154	-116.562729	0	 
61250	KRCHR	43.599998	-116.580002	0	 
61252	LINDEN	43.647816	-116.66143	0	 
61253	SKWY	43.66	-116.650002	0	 
61260	OCHD-34.5	43.369999	-115.960007	0	 
61261	MORA-34.5	43.50684	-116.333542	0	 
61262	MHAFB	43.052322	-115.86657	0	 
61263	MHAFB	43.119999	-115.93	0	 
61265	STWP_GEN	42.9715	-115.383446	0	 
61267	SAILOR	42.944653	-115.381172	0	 
61270	SIMPLOT	43.666214	-116.73262	0	 
61271	SCSU-34.5	43.205456	-116.394913	0	 
61277	USTICK	43.633465	-116.294777	0	 
61279	VICTORY	43.580784	-116.290985	0	 
61286	BTCKWIND	43.060638	-115.471458	0	 
61297	GVSR_GEN	43.024574	-116.015434	0	 
61408	BL	42.622341	-114.948471	0	 
61411	BORDER	42.016552	-114.6745	0	 
61420	BYPASS	42.561829	-114.057304	0	 
61430	DUFFIN	42.721169	-113.667068	0	 
61432	EASTGATE	42.545349	-114.444725	0	 
61435	ELKHRN	45.067032	-117.862892	0	 
61439	FOSSIL	42.821136	-114.932076	0	 
61444	HAILEY	43.523663	-114.309486	0	 
61446	HAZEL	42.610001	-114.050003	0	 
61449	HYDRA	42.69545	-114.481804	0	 
61453	J	42.808182	-113.666145	0	 
61455	JEROM	42.709999	-114.480003	0	 
61456	JEROME	42.718155	-114.518929	0	 
61460	KETCHUM	43.685173	-114.358536	0	 
61465	LINCN	43.052979	-114.136307	0	 
61466	LINCONTP	43.040001	-114.129997	0	 
61469	MAGIC	43.254242	-114.358864	0	 
61475	MOONSTON	43.339531	-114.440575	0	 
61481	NOTCH	42.825588	-114.443375	0	 
61491	RFT	42.689999	-113.239998	0	 
61494	RUSSETT	42.55302	-114.48494	0	 
61501	SILVER	43.294044	-114.040726	0	 
61502	SUGAR	42.612076	-113.752205	0	 
61507	TOPONIS	42.923584	-114.790878	0	 
61512	WELLS	41.110001	-114.980003	0	 
61638	HAVN	43.271347	-112.589836	0	 
61639	HIGHLND	42.919693	-112.439682	0	 
61644	KRAMER	42.951683	-112.844101	0	 
61646	LAMB	42.768269	-112.91452	0	 
61702	CADA	43.611294	-116.511803	0	 
61704	ZILOG	43.596436	-116.538383	0	 
61708	JOPLIN	43.663425	-116.337448	0	 
61709	STOD	43.587025	-116.405334	0	 
61712	KUNA-12.5	43.486549	-116.415573	0	 
61713	VLVU	43.610001	-116.690002	0	 
61714	VLVU	43.619457	-116.692581	0	 
61715	STAR	43.694225	-116.464226	0	 
61716	BNLT	43.689999	-116.459999	0	 
61718	ECKERT	43.569382	-116.127014	0	 
61720	TENMILE	43.636784	-116.434242	0	 
61721	MIDROSE	43.568367	-116.611557	0	 
61729	TAMRACK	44.949547	-116.382462	0	 
61734	LKFK	44.774082	-116.08905	0	 
61737	BLDR	44.860001	-116.089996	0	 
61740	NEWMDWS	44.962963	-116.269691	0	 
61741	ADRN-12.5	43.794655	-117.094955	0	 
61742	SAGE	43.909885	-117.107811	0	 
61757	SPR	43.778938	-116.267899	0	 
61800	Anderson	43.3568	-115.451599	0	 
61803	BCRT	43.606106	-116.298973	0	 
61806	WYE	43.603081	-116.255531	0	 
61810	Minidoka	42.670502	-113.481796	0	 
61825	HINES	43.55022	-119.086807	0	 
61829	NAMPA	43.59	-116.57	0	 
61835	West	44.4207	-118.8946	0	 
61838	LANSING	43.703201	-116.572609	0	 
61840	MERIDIAN	43.605045	-116.390656	0	 
61842	CART	43.666611	-116.200706	0	 
61843	WILLIS	43.72139	-116.641914	0	 
61845	HILSDALE	43.56068	-116.353645	0	 
61848	CLBA	43.535278	-116.394722	0	 
61850	Heyburn	42.561298	-113.749199	0	 
61853	KRCHRTP2	43.610001	-116.559998	0	 
61858	NORCO	43.607098	-116.568459	0	 
61861	WILS	43.720001	-116.699997	0	 
61864	RFT	42.939999	-115.980003	0	 
61865	RFT	42.94363	-115.981728	0	 
61868	VCTRY	43.610001	-116.290001	0	 
61900	Raft	42.590199	-113.222702	0	 
61915	POLELINE	42.593021	-114.521118	0	 
61916	TUANA	42.860001	-114.970001	0	 
61918	CAWP_3_GEN	42.878334	-115.016388	0	 
61941	KBLY138	42.546112	-114.385559	0	 
61950	Unity	42.482101	-113.743896	0	 
20001	PJZ230	32.368729	-117.065659	0	 
20017	MEP230	32.445938	-116.877991	0	 
20018	RUB230	32.475677	-117.072319	0	 
20063	CIP230	31.776695	-116.585106	0	 
20102	RUM230	32.566948	-115.940887	0	 
20118	ROA	32.597115	-115.677383	0	 
20149	TJUANA	32.51543	-116.883095	0	 
20222	LOS230	31.874063	-116.560272	0	 
20238	HRA230	32.524368	-116.749016	0	 
20392	TOY230	32.502926	-116.71743	0	 
181001	PLAYA	36.420101	-114.897797	0	 
181005	BOULDER-PV	35.8307	-114.983597	0	 
18127	AWT	36.112	-115.022003	0	 
18130	BB	36.019001	-114.817001	0	 
18055	BC	35.926998	-114.832001	0	 
18007	BC	35.926998	-114.832001	0	 
18141	BRINETAP	36.085999	-115.047997	0	 
18159	GOODSPTP	35.813	-115.383003	0	 
18682	GYP	36.348	-114.917	0	 
18180	MS	36.032001	-114.941002	0	 
18290	NELSONTP	35.708	-114.824997	0	 
18190	OL	36.159	-115.108002	0	 
18201	PP	36.019001	-114.817001	0	 
18202	PP	36.019001	-114.817001	0	 
18210	PP3	36.019001	-114.817001	0	 
18214	PP6	36.174	-115.027	0	 
18300	SHEEP	36.355	-114.972	0	 
18228	SM	36.050999	-115.385002	0	 
18530	SHEEP	36.355499	-114.971901	0	 
18391	SO	36.098671	-114.566269	0	 
18238	SV	36.116001	-115.239998	0	 
18239	SW	36.108002	-115.033997	0	 
18465	SW	36.108002	-115.033997	0	 
18242	TR	36.16	-115.152	0	 
18653	ALLEN	36.276001	-115.185997	0	 
18121	ALTA	36.167	-115.192001	0	 
18003	AMARGOSA	36.021999	-114.969002	0	 
18031	ANDREWS	36.241001	-115.084999	0	 
18292	ANTHEM	35.981998	-115.084	0	 
18314	APEX_SOLAR	36.359001	-114.911003	0	 
18004	ARDEN	36.007999	-115.212997	0	 
18035	ARTESIAN	36.174999	-115.114998	0	 
18026	AVERA	36.085999	-115.281998	0	 
18126	AWT	36.112	-115.022003	0	 
18005	BASIC	36.037998	-114.999001	0	 
18128	BALBOA	36.037998	-114.959999	0	 
18129	BARD	35.985001	-115.240997	0	 
18037	BELAGIO	36.111	-115.179001	0	 
18008	BELTWAY	36.181999	-115.344002	0	 
18614	BICENT	35.939999	-115.119003	0	 
18133	BIGBENDN	35.158001	-114.582001	0	 
18410	BIGHORN	35.615002	-115.356003	0	 
18136	BLDR	36.02	-114.780998	0	 
18137	BMI	36.115002	-114.870003	0	 
18138	BMI	36.115002	-114.870003	0	 
18140	BRINECON	36.089001	-115.049004	0	 
18042	BURNHAM	36.053001	-115.121002	0	 
18043	CABANA	36.115002	-115.056	0	 
18632	CACTUS	36.001999	-115.170998	0	 
18044	CAESARS	36.117001	-115.18	0	 
18695	CAMERO	36.037998	-115.190002	0	 
18045	CANYON	36.424999	-115.43	0	 
18142	CAREY	36.205002	-115.061996	0	 
18047	CHEYENNE	36.219002	-115.278	0	 
18500	CHRLSTN	36.157001	-115.25	0	 
18010	CLARK	36.085999	-115.049004	0	 
18049	CLAYMONT	36.115002	-115.142998	0	 
18604	CNCOURS	36.083	-115.119003	0	 
18654	COH	36.071999	-114.994003	0	 
18050	COLDCREK	36.52	-115.553001	0	 
18633	COMMRCE	36.160999	-115.153	0	 
18053	CRAIG	36.243999	-115.117996	0	 
18149	CROSSTIE	35.041	-114.688004	0	 
18452	CRSTL	36.480999	-114.829002	0	 
18012	CRSTL2PS	36.480999	-114.829002	0	 
18013	CRSTL3PS	36.480999	-114.829002	0	 
18014	CRYSTAL	36.480999	-114.829002	0	 
18194	DEBUONO	36.186001	-115.042999	0	 
18015	DECATUR	36.113998	-115.213997	0	 
18056	DURANGO	36.115002	-115.276001	0	 
18058	ELCAPTAN	36.241001	-115.289001	0	 
18685	ELKHORN	36.292999	-115.295998	0	 
18154	ELRANCHO	36.144001	-115.166	0	 
18600	EQUEST	36.026001	-114.919998	0	 
18155	EXCALIB	36.094002	-115.179001	0	 
18018	FAULKNER	36.035	-115.030998	0	 
18156	FLAMINGO	36.115002	-115.163002	0	 
18059	FORD	36.030998	-115.170998	0	 
18652	FRIAS	36.001999	-115.205002	0	 
18062	GARCES	36.164001	-115.151001	0	 
18372	GASPIPE	35.483002	-114.934998	0	 
18610	GILMORE	36.229	-115.139999	0	 
18158	GOOD	35.84	-115.432999	0	 
18674	GREENWAY	35.987	-114.975998	0	 
18064	GRN	36.069	-115.082001	0	 
18135	GRTETON	36.306999	-115.188004	0	 
18634	GYPSUM	36.348	-114.917	0	 
18450	H	36.426998	-114.907997	0	 
18161	HAC	36.091999	-115.085999	0	 
18067	HAVEN	36.057999	-115.167999	0	 
18006	HENDRSON	36.071999	-114.994003	0	 
18068	HIGHLAND	36.143002	-115.167	0	 
18069	HUALPAI	36.158001	-115.315002	0	 
18071	IND	36.580002	-115.681999	0	 
18020	IRONMTN	36.321999	-115.208	0	 
18073	IS	36.563999	-115.68	0	 
18163	JEAN	35.785	-115.334999	0	 
18631	KEEHN	35.967999	-115.167	0	 
18164	KIDWELL	35.294998	-114.835999	0	 
18165	LAMB	36.113998	-115.084	0	 
18461	LAUGHLIN1	35.146	-114.599998	0	 
18052	LEAVITT	36.215	-115.161003	0	 
18430	LENZIE	36.386002	-114.919998	0	 
18167	LEWIS	36.167999	-115.148003	0	 
18168	LI	36.144001	-115.214996	0	 
18103	LINCOLN	36.216999	-115.084	0	 
18169	LINDELL	36.144001	-115.214996	0	 
18192	LNQUIST	36.074001	-114.956001	0	 
18609	LONEMTN	36.220001	-115.308998	0	 
18075	LORENZI	36.236	-115.240997	0	 
18077	LVCOGEN	36.231998	-115.122002	0	 
18170	LVWASH	36.026001	-114.919998	0	 
18171	LYNNWOOD	36.140999	-115.149002	0	 
18032	MAGNOLIA	35.928001	-115.174004	0	 
18172	MAYFAIR	36.16	-115.134003	0	 
18051	MCDONLD	36.091	-115.212997	0	 
18175	MEAD	35.926998	-114.832001	0	 
18619	MGCWAY	36.032001	-114.941002	0	 
18176	MGM	36.105	-115.169998	0	 
18080	MICHAEL	36.185001	-115.216003	0	 
18081	MILLER	36.202999	-115.143997	0	 
18179	MISSIN	35.997002	-114.945999	0	 
18686	MTNEDGE	36.007999	-115.244003	0	 
18489	MTNVIEW_SOLR	36.348	-114.917	0	 
18082	NCA1	36.224998	-114.877998	0	 
18184	NELLIS	36.245998	-115.045998	0	 
18291	NELSON	35.708	-114.824997	0	 
18186	NLV	36.202999	-115.116997	0	 
18187	NORTHGAT	36.244999	-115.043999	0	 
18188	NPS	36.115002	-114.870003	0	 
18595	NSO	35.797001	-114.982002	0	 
18451	NWEST	36.334999	-115.330002	0	 
18189	OASIS	35.678001	-115.374001	0	 
18191	OLIVE	36.155998	-115.108002	0	 
18193	OQUENDO	36.082001	-115.182999	0	 
18182	PABCO	36.221001	-114.889999	0	 
18199	PAWNEE	36.129002	-115.127998	0	 
18086	PEACE	36.110001	-115.314003	0	 
18200	PEARL	36.117001	-115.098999	0	 
18087	PEBBLE	36.027	-115.119003	0	 
18024	PECOS	36.276001	-115.096001	0	 
18089	POLARIS	36.109001	-115.184998	0	 
18209	PP3	36.042	-114.963997	0	 
18211	PP4	36.021999	-114.813004	0	 
18212	PP5	36.000999	-114.830002	0	 
18213	PP6	36.174	-115.027	0	 
18215	PRINCE	36.159	-115.084	0	 
18635	PROCYON	36.087002	-115.186996	0	 
18090	QUAIL	36.084	-115.241997	0	 
18216	QUARTER	36.007999	-115.292999	0	 
18091	RADAR	36.530998	-115.570999	0	 
18671	RAILRD	36.056	-115.210999	0	 
18217	RAINBOWN	36.174	-115.237999	0	 
18218	RANGER	36.035	-114.808998	0	 
18025	RD	36.657001	-114.635002	0	 
18651	REDROCK	36.132	-115.336998	0	 
18101	REGENA	36.275002	-115.254997	0	 
18693	RILEY	36.027	-115.282997	0	 
18219	RIVER	35.126999	-114.636002	0	 
18669	ROBINDAL	36.050999	-115.241997	0	 
18464	ROCHELLE	36.110001	-115.042999	0	 
18220	ROSANNA	36.143002	-115.246002	0	 
18896	RSHASC1	39.355999	-115.166	0	 
18897	RSHASC2	36.426998	-114.907997	0	 
18094	RUSSELL	36.084999	-115.085999	0	 
18097	SAGUARO	36.042	-115.011002	0	 
18221	SAHARA	36.144001	-115.084	0	 
18222	SEARCHLT	35.459999	-114.934998	0	 
18223	SFN	36.145	-115.127998	0	 
18100	SHADOW	36.169998	-115.165001	0	 
18226	SHR	36.269001	-115.029999	0	 
18227	SHREDDER	36.265999	-115.058998	0	 
18698	SIL	36.473	-115.469002	0	 
18870	SILV_ST	35.615002	-115.356003	0	 
18618	SINATRA	36.102001	-115.18	0	 
18041	SKELTON	36.271	-115.223999	0	 
18400	SLHWK	36.410999	-114.960999	0	 
18294	SLOAN	36.168999	-115.043999	0	 
18102	SNOW	36.359001	-115.353996	0	 
18293	SNWALAMB	36.292999	-115.082001	0	 
18229	SO	36.098999	-114.566002	0	 
18672	SPARTA	36.085999	-115.313004	0	 
18881	SPECTRUM	36.231998	-114.879997	0	 
18624	SPEEDWY	36.277	-115.028	0	 
18104	SPENCER	36.116001	-115.129997	0	 
18232	SPR	36.050999	-115.385002	0	 
18233	SPR	36.116001	-115.239998	0	 
18106	STRIP	36.123001	-115.165001	0	 
18107	SUMMERLN	36.191002	-115.317001	0	 
18108	SUNRISE	36.139999	-115.036003	0	 
18606	SUNST	36.07	-114.992996	0	 
18237	SURGE	36.108002	-115.033997	0	 
18109	SUZANNE	36.115002	-115.162003	0	 
18677	SWENSON	36.130001	-115.141998	0	 
18371	SWIFT	35.483002	-114.934998	0	 
18240	TAM	36.143002	-115.185997	0	 
18110	TENAYA	36.199001	-115.251999	0	 
18017	TOLSON	36.001999	-115.128998	0	 
18646	TOMSIK	36.056	-115.277	0	 
18241	TONOPAH	36.202999	-115.196999	0	 
18027	TORTISE	36.657001	-114.635002	0	 
18900	TROP2	36.268002	-115.130997	0	 
18675	TROPICAL	36.268002	-115.130997	0	 
18243	TRUMAN	36.16	-115.152	0	 
18244	VAL	36.115002	-115.189003	0	 
18114	VEGAS	36.186001	-115.278999	0	 
18245	VICEROY	35.486	-115.033997	0	 
18684	VILAGE19	36.155998	-115.338997	0	 
18295	VNETIAN	36.119999	-115.167999	0	 
18115	WARMSPR	36.053001	-115.042	0	 
18116	WASHBURN	36.252998	-115.190002	0	 
18246	WASHTN	36.181999	-115.060997	0	 
18247	WATER	36.041	-114.988998	0	 
18028	WESTSIDE	36.158001	-115.278999	0	 
18249	WHITNEY	36.085999	-115.046997	0	 
18118	WIGWAM	36.033001	-115.085999	0	 
18066	WILSON	36.002998	-115.091003	0	 
18029	WINTERWD	36.143002	-115.049004	0	 
18505	AMARGOSA	36.021999	-114.969002	0	 
18506	AMARGOSA	36.021999	-114.969002	0	 
18720	MY	36.056	-115.210999	0	 
18521	BLADERUNNER	36.419998	-114.961998	0	 
18520	BLADERUNNERT	36.419399	-114.965698	0	 
18531	LI	36.144299	-115.213402	0	 
